iter	Logloss
217	0.2507951574
218	0.2501904773
219	0.2494546477
220	0.2488486142
221	0.2481499575
222	0.2475960433
223	0.2471667646
224	0.2465902368
225	0.2461786482
226	0.2453964263
227	0.2446240867
228	0.244067132
229	0.2436899286
230	0.2432867095
231	0.2424394325
232	0.2421377096
233	0.241511855
234	0.2409289414
235	0.239762808
236	0.2388975075
237	0.2385019916
238	0.2377993254
239	0.2374184808
240	0.2365540172
241	0.2358861278
242	0.2355767997
243	0.235176463
244	0.2347619597
245	0.2342629098
246	0.2337364267
247	0.2333214524
248	0.2329805805
249	0.2325607066
250	0.2320361376
251	0.2318633166
252	0.2316341678
253	0.23109503
254	0.2306644594
255	0.2301813732
256	0.22935425
257	0.2287027402
258	0.2281485093
259	0.2272975422
260	0.2269682614
261	0.2261719427
262	0.2257739573
263	0.2254659326
264	0.2251509066
265	0.2249310435
266	0.224369458
267	0.2240564851
268	0.2237744648
269	0.2234634101
270	0.2229083353
271	0.222551134
272	0.2223208841
273	0.2214546446
274	0.2209152773
275	0.220727213
276	0.2201795288
277	0.2195431463
278	0.2192431998
279	0.21887776
280	0.218605297
281	0.2183805302
282	0.2178667007
283	0.2167361943
284	0.2163253082
285	0.2155855433
286	0.215161692
287	0.2149176969
288	0.2145252674
289	0.2144000827
290	0.2141496723
291	0.2137474029
292	0.2134099706
293	0.2131144906
294	0.2125892859
295	0.2124819043
296	0.2122991455
297	0.2121053212
298	0.2118405364
299	0.2112593896
300	0.211015333
301	0.2106361312
302	0.2104663312
303	0.2101984496
304	0.2099669176
305	0.2094555738
306	0.2088965516
307	0.2086726831
308	0.2084736115
309	0.2081521428
310	0.2080356566
311	0.2077612721
312	0.2074506222
313	0.2072392556
314	0.2070339645
315	0.2065016438
316	0.2063406257
317	0.2059336092
318	0.2056369412
319	0.2050253925
320	0.2045871228
321	0.2043596928
322	0.2042549281
323	0.2040793588
324	0.2039211331
325	0.2037764371
326	0.2035035435
327	0.2032650999
328	0.2030417759
329	0.20248623
330	0.2022365388
331	0.2013182657
332	0.2010466952
333	0.200568333
334	0.2001949331
335	0.1997674019
336	0.1994697331
337	0.1989458017
338	0.1986522665
339	0.1981180137
340	0.197696024
341	0.1975623935
342	0.1969019931
343	0.1967671893
344	0.1964850726
345	0.1962886354
346	0.1960547422
347	0.1957090627
348	0.19526553
349	0.1950154329
350	0.1944832714
351	0.1942928713
352	0.1941611209
353	0.19396314
354	0.1938410143
355	0.1932280917
356	0.1928458426
357	0.1925567546
358	0.1923107152
359	0.1920755098
360	0.1917576692
361	0.1915720276
362	0.1913737166
363	0.191171708
364	0.1911064027
365	0.190875668
366	0.1905473458
367	0.1904486633
368	0.1903240012
369	0.1902111565
370	0.1900229899
371	0.1897511717
372	0.1894727205
373	0.1893802459
374	0.189174948
375	0.1890590071
376	0.1884392677
377	0.1883088228
378	0.1881970103
379	0.1879223538
380	0.1877870573
381	0.1875171496
382	0.1873042958
383	0.1870778411
384	0.1866598116
385	0.1862671229
386	0.186135595
387	0.1858612535
388	0.185669489
389	0.1852951618
390	0.185077765
391	0.1847354691
392	0.1843387219
393	0.1840321308
394	0.1838753486
395	0.1837044831
396	0.183531281
397	0.1831429283
398	0.1830020238
399	0.1828666149
400	0.1826804068
401	0.1823704124
402	0.1822061245
403	0.1819424314
404	0.1813962507
405	0.1811791464
406	0.180624322
407	0.180516423
408	0.1802198829
409	0.1799043022
410	0.1798320117
411	0.1796447033
412	0.1794451961
413	0.1791946467
414	0.178943384
415	0.1788614547
416	0.1783988121
417	0.1781737753
418	0.1778269906
419	0.1774494461
420	0.1770759433
421	0.1767760951
422	0.1762167691
423	0.1761577368
424	0.1760043479
425	0.1756128502
426	0.1754069782
427	0.1752139381
428	0.1746371773
429	0.1745430108
430	0.1744479194
431	0.1742405894
432	0.1741897073
433	0.174075836
434	0.1739461244
435	0.173821899
436	0.1735377319
437	0.1731804586
438	0.1730647641
439	0.1726708351
440	0.172458056
441	0.1722538952
442	0.1718560871
443	0.1716149853
444	0.1715069108
445	0.1712257302
446	0.1709971887
447	0.1705183637
448	0.1702386859
449	0.1699956845
450	0.1697445655
451	0.1695989155
452	0.1693645871
453	0.1689391143
454	0.1687440265
455	0.1685317934
456	0.1683049881
457	0.168050365
458	0.1675654927
459	0.1673438517
460	0.1672069945
461	0.1665131999
462	0.1664659429
463	0.1662928928
464	0.1660308772
465	0.1659584891
466	0.1656792596
467	0.1653678531
468	0.1652814289
469	0.1651715704
470	0.1649021749
471	0.164790315
472	0.1646694643
473	0.1642680026
474	0.1641849237
475	0.1639693806
476	0.1636723782
477	0.1634301034
478	0.1633521618
479	0.1631704499
480	0.1630416314
481	0.1629015869
482	0.1628451512
483	0.1625025526
484	0.1620513917
485	0.1619797531
486	0.1619078482
487	0.1617924217
488	0.161497544
489	0.1612984605
490	0.1611414199
491	0.1610254294
492	0.1604718
493	0.160395375
494	0.1602749632
495	0.1601571432
496	0.1599200477
497	0.1597022315
498	0.1593702494
499	0.1591529704
500	0.1588628864
501	0.1584856719
502	0.1581454709
503	0.1579050749
504	0.1575786767
505	0.1572942439
506	0.1571682394
507	0.1570351644
508	0.1567787394
509	0.156629706
510	0.1564709126
511	0.1563651567
512	0.1553644671
513	0.1550980475
514	0.154893413
515	0.1547330178
516	0.1542764256
517	0.1539343591
518	0.1533333886
519	0.1531028969
520	0.1530543002
521	0.1529849031
522	0.1526659025
523	0.1524979143
524	0.152293646
525	0.1521873083
526	0.1519352878
527	0.1514375878
528	0.1512762676
529	0.1510903933
530	0.1508470224
531	0.1505542639
532	0.1504879109
533	0.1502119652
534	0.1499840357
535	0.1497508243
536	0.1495065682
537	0.1491155901
538	0.1485141506
539	0.1481751475
540	0.1478688593
541	0.1477423154
542	0.1473146751
543	0.1471159997
544	0.1468822363
545	0.1466968496
546	0.1463742586
547	0.1459537308
548	0.1456432168
549	0.1452278348
550	0.1447199228
551	0.1445940237
552	0.1443671088
553	0.1440386237
554	0.1439014665
555	0.1436379293
556	0.1434806531
557	0.1430573264
558	0.1427926079
559	0.1424470069
560	0.1423879426
561	0.1423507184
562	0.1422530712
563	0.1418413052
564	0.141545895
565	0.1412737254
566	0.1407382614
567	0.1405445609
568	0.1400735003
569	0.1397836135
570	0.1395104782
571	0.1391686367
572	0.1389866605
573	0.1389516653
574	0.1386391401
575	0.1385307669
576	0.1383163122
577	0.1381937865
578	0.1379702702
579	0.137790226
580	0.1377566564
581	0.1372496844
582	0.1369246522
583	0.1367806328
584	0.1364312982
585	0.1362495825
586	0.1361902267
587	0.1359903975
588	0.1357070271
589	0.1356277753
590	0.1353227831
591	0.1351253451
592	0.1348807015
593	0.1344755411
594	0.1342362088
595	0.1340804068
596	0.1339886075
597	0.1337305699
598	0.1335090855
599	0.1334455317
600	0.1332888969
601	0.1330057811
602	0.1328852587
603	0.132815083
604	0.1327649056
605	0.1324821846
606	0.1322826154
607	0.1322231311
608	0.1320398382
609	0.131992632
610	0.1318883103
611	0.1317847714
612	0.1315886179
613	0.1314940056
614	0.131422494
615	0.1311949483
616	0.1309552038
617	0.1308171654
618	0.130756584
619	0.1306035614
620	0.1305161534
621	0.1303296042
622	0.1300871787
623	0.1296702224
624	0.1291657757
625	0.1290915243
626	0.1290547449
627	0.1289210399
628	0.1282822325
629	0.1279979283
630	0.1278335065
631	0.1277167762
632	0.1275228738
633	0.1274944263
634	0.1269716397
635	0.1268119858
636	0.1263472616
637	0.1261300907
638	0.1259408377
639	0.1256822398
640	0.1254761342
641	0.125383208
642	0.1250184434
643	0.1249424306
644	0.1248880707
645	0.1247106789
646	0.1245802582
647	0.1243764082
648	0.1242855594
649	0.1240583738
650	0.1238503201
651	0.1234546303
652	0.1232917156
653	0.1232334912
654	0.1230901392
655	0.1229967128
656	0.1228838521
657	0.1227416826
658	0.1224454343
659	0.1222689609
660	0.1221377002
661	0.1218710984
662	0.1218250447
663	0.1213460619
664	0.1211996896
665	0.1210626552
666	0.1209911929
667	0.1207234486
668	0.120647744
669	0.1205289067
670	0.1202378066
671	0.1198466834
672	0.1193832591
673	0.1191777026
674	0.1188529171
675	0.1187801434
676	0.1185370702
677	0.1184012179
678	0.1183479766
679	0.1180621225
680	0.1179519993
681	0.1178864799
682	0.11773618
683	0.117287369
684	0.1172100688
685	0.1171854607
686	0.1171104691
687	0.1170070127
688	0.1169050952
689	0.1168088906
690	0.116743622
691	0.1166440973
692	0.1163810049
693	0.11622449
694	0.1161041767
695	0.1159148015
696	0.1154786546
697	0.1154377321
698	0.1150376949
699	0.1149863168
700	0.1148610237
701	0.1145443866
702	0.1144358531
703	0.1140960753
704	0.1138858071
705	0.1137615967
706	0.113735725
707	0.1136515607
708	0.1133452252
709	0.1131462506
710	0.1126439241
711	0.112565836
712	0.1124914012
713	0.1123115737
714	0.112117343
715	0.1118663944
716	0.1118270952
717	0.1117870097
718	0.1117468268
719	0.1116554417
720	0.1115706818
721	0.1114857688
722	0.1112289095
723	0.1111338773
724	0.1107190834
725	0.1106100489
726	0.1104231539
727	0.1102655309
728	0.1100446425
729	0.1099573113
730	0.1097499008
731	0.109649877
732	0.1094020406
733	0.1093581053
734	0.1093341001
735	0.1091300513
736	0.1090887787
737	0.1089748333
738	0.1088451592
739	0.1087592372
740	0.1087205057
741	0.1085760676
742	0.1085521721
743	0.1084160225
744	0.1083224514
745	0.1081381686
746	0.1078766841
747	0.1077790617
748	0.1076246632
749	0.1074925465
750	0.1073593723
751	0.107304468
752	0.1070824609
753	0.1070553476
754	0.1068987344
755	0.1067478909
756	0.1066917081
757	0.1061594405
758	0.1059653851
759	0.1055325937
760	0.1054755392
761	0.1052403418
762	0.105139815
763	0.1049397803
764	0.1047819266
765	0.1046978291
766	0.1046029889
767	0.1044292431
768	0.1043469686
769	0.1041885983
770	0.1040904565
771	0.1039866963
772	0.1038816831
773	0.1036652431
774	0.1033405902
775	0.1032241121
776	0.1030261193
777	0.1029541898
778	0.1026232622
779	0.1025312655
780	0.1022005137
781	0.102060036
782	0.1019720598
783	0.1019341847
784	0.1017524001
785	0.1016362487
786	0.1015492235
787	0.1015226222
788	0.1014475547
789	0.1013390352
790	0.1009138732
791	0.1008173321
792	0.1007121668
793	0.1006362132
794	0.100450136
795	0.1003608728
796	0.1002564332
797	0.1001845205
798	0.1000760878
799	0.09970483627
800	0.09941428826
801	0.09925845196
802	0.09893314926
803	0.09852899507
804	0.09814372754
805	0.09790820376
806	0.09769041455
807	0.09739284847
808	0.09729836714
809	0.09724792999
810	0.09719708085
811	0.09687811464
812	0.096740204
813	0.09647043132
814	0.09619286943
815	0.09604918345
816	0.09587580134
817	0.09569609963
818	0.09562173294
819	0.09550701459
820	0.09539642594
821	0.09515901865
822	0.09505722439
823	0.09491078661
824	0.09484397145
825	0.094495374
826	0.09434615093
827	0.09429069555
828	0.09404965841
829	0.09399488909
830	0.09385068675
831	0.09359310778
832	0.09351429306
833	0.09342687355
834	0.0933001744
835	0.0930739037
836	0.09305246193
837	0.09277581991
838	0.09259734437
839	0.09251634431
840	0.09211468547
841	0.09189332952
842	0.0918454232
843	0.09180554114
844	0.09147396015
845	0.0912773286
846	0.09121749674
847	0.09095907367
848	0.09086292055
849	0.09052976432
850	0.09039294201
851	0.09033635703
852	0.09027831139
853	0.09021699401
854	0.09012096208
855	0.09009371215
856	0.09004997229
857	0.09000433352
858	0.08984565061
859	0.08972717542
860	0.08959397301
861	0.08951091813
862	0.08942981825
863	0.08935992885
864	0.08918822149
865	0.08906673802
866	0.08891948418
867	0.08883050751
868	0.08874937784
869	0.08859250847
870	0.08854276478
871	0.08850455007
872	0.08839471169
873	0.08830675364
874	0.08826232878
875	0.0881635191
876	0.08793939388
877	0.08784223466
878	0.08766100238
879	0.08748568459
880	0.08740881673
881	0.08737681764
882	0.08727782605
883	0.0872494662
884	0.08721437028
885	0.08716030077
886	0.08678768223
887	0.08675980275
888	0.0866860474
889	0.08659386772
890	0.08655312951
891	0.08644432782
892	0.08632155498
893	0.08615098664
894	0.08587282273
895	0.08578745613
896	0.08571689273
897	0.08564544819
898	0.08560057653
899	0.08557558361
900	0.08551900928
901	0.08529561481
902	0.08527573267
903	0.08493751061
904	0.0848839913
905	0.08482496102
906	0.08449333962
907	0.08430414514
908	0.08424413961
909	0.08417471581
910	0.0840998469
911	0.08402502122
912	0.08368917011
913	0.08362568955
914	0.08340524987
915	0.08324063944
916	0.0831724643
917	0.0828509676
918	0.08281904697
919	0.08274334343
920	0.08265860518
921	0.08262235064
922	0.08257080033
923	0.08242613851
924	0.08211119078
925	0.08181074205
926	0.08173152243
927	0.08167900689
928	0.08137504342
929	0.08120650497
930	0.08090501546
931	0.08083754614
932	0.08060161554
933	0.08053118559
934	0.08048464422
935	0.08041731686
936	0.08026697741
937	0.08010324399
938	0.07991543355
939	0.07985665956
940	0.07979295505
941	0.0797645415
942	0.07969656971
943	0.0794061719
944	0.07935649195
945	0.07921443695
946	0.07900942133
947	0.07897546484
948	0.078886609
949	0.07861255882
950	0.07858236192
951	0.0783466606
952	0.07826606406
953	0.07821381234
954	0.07809933392
955	0.0780444501
956	0.07798499186
957	0.07793797246
958	0.07791886489
959	0.07789008305
960	0.07778694991
961	0.0777488206
962	0.07771519526
963	0.07752604757
964	0.077469491
965	0.07739121838
966	0.07737105309
967	0.07729135949
968	0.07723319543
969	0.07720286267
970	0.07695717031
971	0.0769201453
972	0.07678300687
973	0.07672613831
974	0.07668961763
975	0.07663792068
976	0.07660407074
977	0.07655582445
978	0.0764914268
979	0.07646900156
980	0.07642093229
981	0.07636814398
982	0.07634102041
983	0.07630516851
984	0.07609579686
985	0.07604493205
986	0.07588702381
987	0.07582831447
988	0.07579313229
989	0.07565188042
990	0.07559717082
991	0.07536742829
992	0.07507741243
993	0.07495378974
994	0.0748269358
995	0.07465286197
996	0.07442189581
997	0.07427894856
998	0.0740250315
999	0.07399647462
